gender,group,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group B,bachelor's degree,standard,completed,94,92,92
female,group B,high school,standard,none,56,64,59
female,group B,some high school,free/reduced,none,25,36,37
female,group B,bachelor's degree,free/reduced,completed,57,70,68
female,group B,bachelor's degree,free/reduced,none,59,85,82
female,group B,high school,free/reduced,none,49,54,58
female,group B,some college,standard,none,70,78,80
male,group B,some high school,standard,none,59,54,48
male,group B,associate's degree,standard,completed,68,82,77
female,group B,associate's degree,standard,none,83,78,79
male,group B,high school,standard,none,67,57,52
female,group B,some high school,standard,none,59,59,58
female,group B,bachelor's degree,free/reduced,completed,57,65,68
female,group B,some college,free/reduced,none,44,55,54
female,group B,associate's degree,standard,completed,65,65,71
female,group B,master's degree,free/reduced,none,54,75,72
male,group B,high school,standard,none,79,64,60
male,group B,some high school,standard,none,74,71,70
male,group B,master's degree,free/reduced,none,81,73,72
male,group B,bachelor's degree,free/reduced,none,59,70,58
female,group B,some high school,standard,completed,63,61,66
male,group B,some high school,free/reduced,none,55,53,51
female,group B,some high school,standard,completed,49,64,67
female,group B,associate's degree,standard,none,53,72,66
female,group B,some high school,standard,completed,72,88,92
male,group B,some high school,standard,none,64,67,64
female,group B,associate's degree,standard,completed,54,64,68
female,group B,bachelor's degree,free/reduced,none,62,75,72
male,group B,associate's degree,free/reduced,none,67,66,66
female,group B,high school,standard,completed,55,62,64
female,group B,master's degree,standard,none,71,82,82
female,group B,associate's degree,free/reduced,none,60,64,60
female,group B,some high school,free/reduced,none,26,34,28
male,group B,high school,standard,none,49,36,32
male,group B,associate's degree,free/reduced,completed,80,82,82
female,group B,master's degree,standard,completed,59,73,74
female,group B,some college,standard,none,56,63,62
male,group B,associate's degree,standard,none,44,34,36
female,group B,bachelor's degree,free/reduced,none,63,66,68
female,group B,associate's degree,free/reduced,none,63,78,73
male,group B,some high school,standard,none,58,67,58
female,group B,some high school,standard,none,71,77,79
male,group B,some high school,standard,completed,68,63,62
male,group B,some college,free/reduced,none,45,50,42
female,group B,some high school,standard,completed,45,57,56
male,group B,some college,standard,none,52,53,51
female,group B,high school,free/reduced,none,61,69,66
female,group B,some college,standard,completed,69,94,87
male,group B,master's degree,free/reduced,none,56,65,56
male,group B,master's degree,standard,none,77,76,73
female,group B,associate's degree,standard,none,67,58,62
female,group B,some college,free/reduced,none,67,79,80
female,group B,high school,standard,none,45,50,41
male,group B,some high school,standard,completed,46,46,44
male,group B,high school,standard,none,58,47,42
female,group B,bachelor's degree,standard,completed,79,88,89
female,group B,some college,free/reduced,completed,58,68,73
male,group B,master's degree,free/reduced,none,71,76,67
female,group B,bachelor's degree,standard,none,46,59,62
male,group B,associate's degree,standard,completed,76,79,76
male,group B,master's degree,standard,completed,80,71,68
female,group B,some high school,standard,completed,57,64,68
female,group B,high school,standard,none,62,60,59
female,group B,associate's degree,standard,completed,54,62,70
female,group B,associate's degree,standard,none,64,62,66
female,group B,associate's degree,standard,none,60,76,65
female,group B,some high school,standard,completed,85,93,92
female,group B,some college,free/reduced,completed,53,65,66
male,group B,high school,standard,completed,69,63,59
male,group B,some college,free/reduced,none,43,28,24
female,group B,high school,free/reduced,completed,48,71,68
male,group B,some high school,standard,none,65,59,60
male,group B,associate's degree,standard,none,54,52,48
female,group B,high school,free/reduced,none,47,49,50
female,group B,some college,standard,none,78,96,89
female,group B,some college,standard,completed,74,85,84
female,group B,bachelor's degree,standard,none,85,86,85
male,group B,high school,standard,none,82,77,71
male,group B,some college,free/reduced,none,50,48,36
male,group B,some high school,standard,none,71,72,69
female,group B,some college,standard,completed,82,86,90
male,group B,bachelor's degree,free/reduced,completed,48,52,57
male,group B,master's degree,free/reduced,none,60,62,58
male,group B,high school,free/reduced,none,37,28,23
male,group B,high school,free/reduced,none,51,57,50
female,group B,master's degree,standard,none,71,88,85
female,group B,associate's degree,standard,none,77,81,79
male,group B,associate's degree,standard,completed,66,59,70
female,group B,some college,standard,none,75,76,81
male,group B,high school,standard,none,58,47,42
male,group B,master's degree,free/reduced,none,81,73,72
male,group B,bachelor's degree,free/reduced,none,59,70,58
male,group B,some college,standard,none,65,63,57
male,group B,bachelor's degree,standard,none,66,64,58
female,group B,some high school,standard,completed,49,64,67
male,group B,some high school,standard,completed,77,74,75
male,group B,some college,standard,none,81,75,70
male,group B,high school,standard,completed,69,63,59
female,group B,some college,standard,completed,66,71,76
male,group B,some college,standard,completed,88,78,76
male,group B,some college,free/reduced,completed,56,67,56
male,group B,associate's degree,standard,completed,89,84,81
male,group B,associate's degree,standard,none,54,52,48
male,group B,associate's degree,standard,none,44,34,36
male,group B,some high school,standard,none,58,60,53
female,group B,bachelor's degree,free/reduced,none,63,66,68
male,group B,some high school,standard,none,58,67,58
female,group B,some college,free/reduced,completed,54,61,71
female,group B,some college,standard,completed,82,86,90
female,group B,some high school,standard,completed,45,57,56
female,group B,master's degree,standard,completed,81,86,93
male,group B,associate's degree,standard,completed,62,61,61
male,group B,master's degree,free/reduced,none,38,40,41
female,group B,bachelor's degree,free/reduced,none,59,85,82
male,group B,master's degree,free/reduced,none,60,62,58
female,group B,high school,free/reduced,none,49,54,58
female,group B,high school,standard,none,52,55,57
male,group B,master's degree,standard,none,99,81,87
female,group B,associate's degree,standard,none,60,62,58
female,group B,associate's degree,standard,none,52,58,57
female,group B,some high school,standard,none,59,59,58
female,group B,some college,standard,none,75,76,81
female,group B,high school,standard,completed,74,89,89
male,group B,high school,standard,none,72,76,72
female,group B,high school,free/reduced,none,51,57,57
female,group B,some high school,standard,completed,57,64,68
male,group B,some high school,free/reduced,completed,52,63,53
female,group B,some high school,standard,completed,85,93,92
female,group B,bachelor's degree,standard,none,58,60,64
female,group B,some high school,standard,completed,51,63,66
male,group B,some high school,standard,none,64,67,64
female,group B,some high school,standard,none,64,78,83
male,group B,bachelor's degree,standard,completed,90,73,83
female,group B,associate's degree,standard,completed,54,64,68
female,group B,high school,standard,completed,55,62,64
male,group B,some high school,standard,none,65,59,60
female,group B,some college,free/reduced,completed,74,85,82
female,group B,some college,standard,none,65,71,65
male,group B,high school,standard,none,49,36,32
male,group B,some college,free/reduced,none,69,72,68
male,group B,associate's degree,standard,none,80,79,79
female,group B,master's degree,standard,completed,59,73,74
female,group B,some college,standard,none,78,96,89
female,group B,associate's degree,free/reduced,none,63,78,73
female,group B,some high school,free/reduced,none,52,58,53
male,group B,high school,free/reduced,none,37,28,23
female,group B,associate's degree,free/reduced,completed,53,74,75
female,group B,associate's degree,standard,none,67,58,62
male,group B,some high school,standard,none,59,54,48
female,group B,associate's degree,standard,none,77,81,79
female,group B,high school,standard,none,45,50,41
male,group B,associate's degree,standard,completed,66,59,70
male,group B,high school,standard,none,67,57,52
female,group B,some college,free/reduced,none,44,55,54
female,group B,associate's degree,free/reduced,none,32,41,39
male,group B,associate's degree,standard,completed,76,79,76
female,group B,associate's degree,standard,completed,48,66,68
male,group B,master's degree,standard,completed,80,71,68
female,group B,associate's degree,standard,none,64,62,66
female,group B,bachelor's degree,free/reduced,none,55,57,60
male,group B,high school,free/reduced,completed,66,59,68
female,group B,some high school,standard,none,43,48,44
female,group B,bachelor's degree,standard,none,58,79,82
male,group B,some college,standard,none,52,48,43
female,group B,associate's degree,free/reduced,none,60,64,60
male,group B,some college,standard,completed,77,72,79
female,group B,some college,standard,none,77,77,83
female,group B,some college,standard,none,70,73,66
female,group B,associate's degree,standard,none,68,71,71
female,group B,associate's degree,standard,none,84,87,89
female,group B,some college,standard,none,56,63,62
female,group B,some college,standard,completed,74,85,84
male,group B,some college,free/reduced,none,50,48,36
female,group B,associate's degree,free/reduced,none,53,70,69
male,group B,some college,free/reduced,none,45,50,42
female,group B,high school,standard,none,61,73,69
female,group B,bachelor's degree,standard,completed,62,65,67
female,group B,high school,free/reduced,none,50,68,66
male,group B,master's degree,free/reduced,none,56,65,56
female,group B,some high school,standard,none,76,81,79
male,group B,master's degree,standard,none,87,86,84
male,group B,some high school,standard,completed,46,46,44
female,group B,some college,free/reduced,completed,31,29,35
male,group B,high school,standard,none,77,78,68
female,group B,associate's degree,standard,completed,65,65,71
female,group B,some college,free/reduced,completed,58,68,73
male,group B,associate's degree,standard,none,92,78,71
female,group B,some high school,standard,completed,63,61,66
female,group B,some high school,standard,completed,70,75,75
female,group B,high school,standard,none,62,60,59
male,group B,associate's degree,standard,none,76,62,64
female,group B,some high school,free/reduced,none,64,79,70
female,group B,high school,standard,none,40,49,47
female,group B,some college,free/reduced,completed,53,65,66
female,group B,some college,standard,none,54,57,60
female,group B,master's degree,standard,none,79,79,87
female,group B,associate's degree,standard,none,50,54,51
female,group B,high school,free/reduced,completed,48,71,68
male,group B,some college,standard,completed,89,87,89
female,group B,master's degree,standard,none,71,82,82
female,group B,some high school,free/reduced,none,26,34,28
male,group B,associate's degree,free/reduced,completed,80,82,82
male,group B,associate's degree,standard,completed,75,74,76
female,group B,high school,free/reduced,completed,75,85,90
female,group B,master's degree,standard,completed,96,98,100
female,group B,bachelor's degree,standard,none,85,86,85
female,group B,high school,free/reduced,none,30,43,40
male,group B,master's degree,standard,none,63,56,60
female,group B,some college,free/reduced,completed,47,69,62
female,group B,some high school,free/reduced,none,25,36,37
female,group B,some college,free/reduced,none,66,88,83
female,group B,high school,free/reduced,none,55,66,65
male,group B,some high school,free/reduced,none,76,73,68
male,group B,master's degree,standard,none,77,76,73
female,group B,master's degree,standard,completed,75,75,83
female,group B,bachelor's degree,free/reduced,completed,57,70,68
female,group B,master's degree,standard,none,71,88,85
female,group B,associate's degree,standard,none,83,78,79
female,group B,some high school,free/reduced,none,39,51,48
female,group B,bachelor's degree,free/reduced,completed,57,65,68
male,group B,some college,standard,completed,71,69,73
male,group B,some college,standard,none,87,79,77
male,group B,high school,free/reduced,none,67,65,54
female,group B,master's degree,free/reduced,none,54,75,72
female,group B,some college,standard,none,49,70,63
female,group B,bachelor's degree,standard,none,46,59,62
male,group B,high school,standard,completed,78,76,73
male,group B,some high school,standard,none,74,71,70
male,group B,associate's degree,standard,none,60,54,53
female,group B,associate's degree,standard,none,63,79,76
male,group B,high school,free/reduced,none,64,64,59
male,group B,some college,standard,completed,83,74,72
male,group B,some high school,free/reduced,none,55,53,51
male,group B,high school,standard,none,76,77,67
male,group B,some high school,standard,completed,58,57,53
male,group B,some high school,standard,none,36,34,28
male,group B,some high school,standard,none,88,65,70
female,group B,associate's degree,standard,none,60,76,65
male,group B,high school,standard,completed,74,71,65
female,group B,high school,free/reduced,completed,71,77,82
male,group B,associate's degree,free/reduced,completed,76,80,78
male,group B,high school,standard,completed,80,80,79
female,group B,some high school,standard,completed,72,88,92
female,group B,bachelor's degree,free/reduced,none,62,75,72
male,group B,associate's degree,free/reduced,none,67,66,66
female,group B,some high school,standard,none,76,88,84
male,group B,master's degree,standard,none,93,96,96
male,group B,bachelor's degree,standard,completed,86,92,93
female,group B,some high school,standard,none,71,77,79
male,group B,high school,standard,none,63,53,44
male,group B,bachelor's degree,standard,completed,94,92,92
male,group B,some high school,standard,completed,68,63,62
male,group B,some high school,standard,none,71,72,69
female,group B,high school,standard,none,56,64,59
male,group B,some college,free/reduced,completed,57,68,61
male,group B,some college,standard,none,52,53,51
female,group B,some college,standard,completed,69,94,87
female,group B,some college,standard,none,79,79,80
male,group B,some high school,free/reduced,completed,75,74,71
male,group B,associate's degree,standard,completed,68,82,77
female,group B,bachelor's degree,standard,completed,79,88,89
male,group B,high school,standard,none,79,64,60
male,group B,master's degree,free/reduced,none,71,76,67
male,group B,high school,free/reduced,none,45,52,49
female,group B,some college,standard,none,47,58,58
male,group B,associate's degree,free/reduced,none,68,63,57
female,group B,associate's degree,standard,none,55,62,60
female,group B,some high school,standard,none,33,51,51
female,group B,associate's degree,standard,completed,54,62,70
female,group B,associate's degree,standard,none,53,72,66
female,group B,some college,standard,none,57,58,62
male,group B,bachelor's degree,free/reduced,none,49,49,49
male,group B,high school,standard,none,69,58,50
male,group B,some college,free/reduced,none,43,28,24
female,group B,some college,free/reduced,completed,46,58,64
male,group B,some college,free/reduced,none,49,54,42
female,group B,associate's degree,standard,completed,70,80,86
female,group B,some college,standard,completed,65,63,66
male,group B,some high school,standard,completed,67,62,58
male,group B,some college,standard,none,80,87,79
female,group B,high school,free/reduced,none,53,64,63
female,group B,some college,free/reduced,none,45,59,56
female,group B,high school,free/reduced,none,47,49,50
female,group B,some college,standard,none,46,54,54
male,group B,bachelor's degree,free/reduced,none,58,64,54
male,group B,high school,standard,none,82,77,71
female,group B,associate's degree,standard,none,54,60,56
female,group B,high school,free/reduced,none,61,69,66
male,group B,bachelor's degree,free/reduced,completed,48,52,57
female,group B,some college,standard,none,70,78,80
female,group B,some college,free/reduced,none,67,79,80
male,group B,high school,free/reduced,none,51,57,50
female,group B,some college,free/reduced,none,64,70,69
female,group B,some college,standard,completed,46,65,64
