gender,group,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,associate's degree,standard,completed,90,95,100
female,group C,some college,standard,none,64,67,68
male,group C,associate's degree,standard,none,66,65,65
male,group C,high school,standard,none,73,72,69
male,group C,associate's degree,standard,completed,76,83,78
female,group C,high school,standard,completed,90,89,97
male,group C,high school,free/reduced,none,63,63,61
male,group C,associate's degree,standard,completed,90,89,87
female,group C,master's degree,standard,completed,73,86,85
female,group C,associate's degree,free/reduced,none,70,84,78
female,group C,associate's degree,standard,none,67,69,65
male,group C,high school,standard,none,66,67,64
male,group C,associate's degree,standard,none,71,72,69
male,group C,associate's degree,free/reduced,none,76,71,66
male,group C,high school,standard,completed,69,75,74
male,group C,some college,standard,completed,75,78,79
female,group C,some college,standard,completed,67,78,80
female,group C,master's degree,standard,none,91,100,99
male,group C,associate's degree,standard,completed,65,69,74
male,group C,some college,standard,none,76,74,72
female,group C,some high school,standard,none,71,72,71
female,group C,some high school,free/reduced,none,62,71,77
male,group C,some college,standard,none,78,69,71
male,group C,associate's degree,standard,completed,70,76,72
female,group C,some college,standard,none,63,62,64
female,group C,some high school,standard,none,70,70,68
male,group C,associate's degree,standard,none,83,70,73
female,group C,some high school,free/reduced,none,80,85,78
female,group C,some high school,standard,none,75,76,76
female,group C,some high school,standard,none,75,80,72
male,group C,bachelor's degree,standard,none,89,77,82
male,group C,some college,free/reduced,none,69,68,62
female,group C,some high school,standard,completed,92,100,97
male,group C,associate's degree,free/reduced,none,69,77,70
male,group C,some college,free/reduced,completed,71,82,75
female,group C,some high school,standard,completed,64,74,75
male,group C,associate's degree,free/reduced,none,83,85,78
male,group C,some college,standard,none,74,76,70
female,group C,associate's degree,free/reduced,completed,78,89,90
female,group C,some high school,standard,none,62,76,67
female,group C,associate's degree,standard,completed,72,76,78
male,group C,high school,standard,none,85,85,76
male,group C,bachelor's degree,standard,none,71,69,65
female,group C,associate's degree,standard,none,87,93,88
male,group C,some college,standard,none,69,63,66
female,group C,associate's degree,standard,none,83,76,88
male,group C,high school,standard,completed,66,70,64
female,group C,associate's degree,standard,none,69,83,76
male,group C,associate's degree,free/reduced,completed,94,83,82
male,group C,associate's degree,standard,none,77,80,80
male,group C,some college,standard,none,86,83,81
male,group C,bachelor's degree,standard,none,84,79,74
female,group C,master's degree,standard,completed,71,79,89
male,group C,associate's degree,free/reduced,completed,69,84,82
female,group C,some college,standard,completed,63,78,75
female,group C,high school,standard,none,70,72,75
female,group C,some college,standard,none,61,73,70
male,group C,some college,standard,none,78,72,72
male,group C,bachelor's degree,standard,none,95,99,91
male,group C,some high school,standard,completed,70,79,73
female,group C,master's degree,free/reduced,none,66,78,83
female,group C,associate's degree,standard,completed,94,99,100
female,group C,some high school,standard,none,76,82,74
female,group C,master's degree,standard,none,85,100,97
male,group C,bachelor's degree,standard,completed,85,81,82
male,group C,high school,free/reduced,none,71,63,64
male,group C,associate's degree,standard,none,65,63,61
female,group C,master's degree,standard,none,65,74,79
male,group C,high school,standard,completed,74,74,73
female,group C,some high school,standard,completed,79,76,81
female,group C,some college,free/reduced,none,63,76,69
female,group C,some college,standard,completed,79,88,86
female,group C,master's degree,standard,none,86,90,93
male,group C,some college,standard,none,77,64,70
male,group C,some college,standard,none,85,78,81
male,group C,some college,standard,completed,66,75,70
male,group C,some college,standard,none,63,65,63
male,group C,bachelor's degree,standard,completed,79,80,75
male,group C,bachelor's degree,free/reduced,none,74,80,78
male,group C,some college,standard,completed,74,73,75
male,group C,bachelor's degree,standard,none,82,83,85
female,group C,associate's degree,free/reduced,none,61,74,72
male,group C,some college,free/reduced,none,83,76,71
female,group C,some high school,standard,completed,76,85,88
female,group C,bachelor's degree,free/reduced,none,77,79,83
female,group C,associate's degree,standard,none,87,87,92
female,group C,bachelor's degree,standard,completed,65,83,82
female,group C,bachelor's degree,standard,none,65,73,81
male,group C,bachelor's degree,standard,none,100,84,88
female,group C,associate's degree,standard,none,92,95,95
female,group C,some college,standard,completed,67,81,89
male,group C,bachelor's degree,free/reduced,completed,61,71,65
female,group C,master's degree,standard,none,70,64,65
male,group C,high school,standard,none,73,70,65
female,group C,some college,standard,none,73,74,82
male,group C,associate's degree,standard,none,78,73,76
male,group C,some high school,standard,none,62,66,64
female,group C,high school,standard,none,75,90,78
male,group C,associate's degree,standard,none,73,73,70
female,group C,some high school,standard,none,62,65,64
male,group C,some high school,free/reduced,completed,71,74,68
male,group C,associate's degree,standard,none,67,63,66
female,group C,master's degree,standard,completed,86,100,100
female,group C,some college,standard,none,70,75,75
female,group C,high school,standard,completed,81,91,94
male,group C,associate's degree,free/reduced,none,81,78,75
male,group C,associate's degree,standard,none,75,69,65
male,group C,high school,standard,none,74,69,61
female,group C,master's degree,free/reduced,none,65,88,84
male,group C,some high school,standard,none,65,66,64
male,group C,some college,standard,none,68,71,63
female,group C,high school,standard,completed,81,79,83
female,group C,bachelor's degree,standard,none,64,64,66
male,group C,some college,standard,none,85,78,81
male,group C,associate's degree,standard,none,77,80,80
male,group C,some college,standard,none,73,68,66
male,group C,associate's degree,standard,none,71,68,63
male,group C,high school,standard,none,72,71,65
male,group C,associate's degree,standard,none,67,63,66
female,group C,master's degree,standard,completed,86,100,100
female,group C,some college,standard,none,70,75,75
female,group C,some high school,standard,none,75,76,76
male,group C,high school,free/reduced,completed,83,78,82
male,group C,associate's degree,free/reduced,completed,69,84,82
male,group C,associate's degree,standard,none,66,65,65
male,group C,master's degree,free/reduced,completed,69,66,65
female,group C,high school,standard,completed,90,89,97
female,group C,high school,standard,none,70,72,75
female,group C,some college,standard,none,61,73,70
male,group C,associate's degree,free/reduced,none,69,77,70
male,group C,some college,free/reduced,completed,71,82,75
female,group C,associate's degree,free/reduced,completed,78,89,90
female,group C,some high school,standard,none,62,76,67
female,group C,associate's degree,standard,completed,72,76,78
female,group C,master's degree,free/reduced,none,65,88,84
female,group C,associate's degree,free/reduced,none,70,84,78
male,group C,bachelor's degree,standard,completed,85,81,82
male,group C,bachelor's degree,standard,none,71,69,65
male,group C,associate's degree,free/reduced,none,76,71,66
male,group C,high school,standard,completed,69,75,74
male,group C,associate's degree,standard,none,74,76,70
male,group C,high school,standard,none,73,70,65
female,group C,some college,standard,none,73,74,82
male,group C,associate's degree,standard,none,78,73,76
female,group C,master's degree,standard,none,86,90,93
female,group C,some high school,free/reduced,none,62,71,77
male,group C,associate's degree,standard,none,78,74,76
male,group C,bachelor's degree,standard,completed,79,80,75
female,group C,bachelor's degree,free/reduced,completed,78,90,81
male,group C,bachelor's degree,free/reduced,none,74,80,78
female,group C,some college,standard,none,63,62,64
female,group C,some high school,standard,none,70,70,68
male,group C,some high school,standard,none,68,74,69
male,group C,associate's degree,standard,completed,74,73,77
male,group C,some college,free/reduced,completed,68,73,68
male,group C,bachelor's degree,standard,none,84,79,74
male,group C,bachelor's degree,standard,none,89,77,82
male,group C,bachelor's degree,free/reduced,none,76,66,68
male,group C,some high school,standard,completed,70,79,73
female,group C,master's degree,free/reduced,none,66,78,83
male,group C,high school,standard,none,74,69,61
female,group C,associate's degree,standard,completed,94,99,100
female,group C,master's degree,standard,none,70,64,65
male,group C,master's degree,free/reduced,completed,69,79,72
female,group C,bachelor's degree,standard,completed,67,80,84
female,group C,some high school,standard,completed,79,76,81
female,group C,high school,standard,none,71,77,70
female,group C,master's degree,standard,none,63,82,71
male,group C,high school,standard,completed,66,70,64
male,group C,some high school,free/reduced,none,73,78,69
male,group C,some college,standard,none,77,64,70
male,group C,some college,standard,completed,66,75,70
male,group C,some high school,standard,none,62,66,64
male,group C,associate's degree,free/reduced,completed,94,83,82
female,group C,high school,standard,none,75,90,78
male,group C,some college,standard,none,76,74,72
male,group C,associate's degree,standard,completed,100,91,90
male,group C,some college,standard,none,63,65,63
male,group C,high school,standard,none,66,61,63
male,group C,some college,standard,none,78,69,71
male,group C,some high school,free/reduced,completed,71,74,68
male,group C,bachelor's degree,standard,none,82,83,85
male,group C,some college,free/reduced,none,83,76,71
female,group C,some high school,standard,completed,76,85,88
female,group C,some college,standard,none,63,63,69
female,group C,bachelor's degree,free/reduced,none,77,79,83
female,group C,associate's degree,standard,none,87,87,92
female,group C,bachelor's degree,standard,none,65,73,81
male,group C,high school,standard,none,73,72,69
female,group C,high school,standard,none,62,64,63
female,group C,some high school,standard,completed,92,100,97
male,group C,high school,free/reduced,none,63,63,61
male,group C,high school,free/reduced,none,69,71,62
female,group C,master's degree,standard,completed,73,86,85
male,group C,high school,standard,completed,79,79,70
male,group C,some high school,standard,none,72,68,67
male,group C,bachelor's degree,free/reduced,completed,61,71,65
male,group C,high school,standard,completed,74,74,73
female,group C,associate's degree,standard,none,74,81,85
female,group C,associate's degree,standard,none,69,83,76
female,group C,some high school,standard,none,77,83,86
female,group C,associate's degree,standard,completed,85,87,94
male,group C,associate's degree,standard,completed,70,76,72
female,group C,associate's degree,free/reduced,none,61,74,72
female,group C,bachelor's degree,free/reduced,none,69,73,71
female,group C,associate's degree,standard,none,66,73,68
female,group C,some high school,standard,completed,77,86,90
female,group C,associate's degree,standard,completed,69,75,71
female,group C,some college,standard,none,64,67,68
female,group C,associate's degree,standard,none,92,95,95
male,group C,associate's degree,standard,none,75,69,65
male,group C,some college,standard,none,78,72,72
male,group C,bachelor's degree,standard,none,95,99,91
male,group C,high school,standard,none,85,85,76
female,group C,associate's degree,standard,none,67,69,65
male,group C,some college,standard,none,68,71,63
male,group C,high school,free/reduced,none,71,63,64
male,group C,associate's degree,standard,none,71,72,69
female,group C,associate's degree,standard,none,83,76,88
female,group C,some college,free/reduced,none,63,76,69
female,group C,some college,standard,completed,67,78,80
female,group C,bachelor's degree,standard,none,83,92,91
female,group C,associate's degree,standard,completed,75,85,87
male,group C,associate's degree,standard,none,68,61,62
male,group C,associate's degree,standard,completed,65,69,74
male,group C,bachelor's degree,standard,completed,83,75,75
male,group C,associate's degree,standard,none,73,73,70
male,group C,some college,standard,none,86,83,81
female,group C,some high school,standard,none,62,65,64
male,group C,some college,standard,completed,74,73,75
female,group C,some high school,free/reduced,none,80,85,78
female,group C,some college,free/reduced,none,71,78,82
female,group C,associate's degree,standard,none,88,91,86
female,group C,master's degree,standard,completed,71,79,89
female,group C,some high school,standard,none,75,80,72
female,group C,high school,standard,completed,81,91,94
female,group C,associate's degree,standard,completed,90,95,100
female,group C,some college,standard,completed,63,78,75
male,group C,associate's degree,free/reduced,none,76,68,66
male,group C,associate's degree,standard,completed,90,89,87
male,group C,associate's degree,free/reduced,none,83,85,78
male,group C,some high school,standard,none,65,66,64
female,group C,master's degree,standard,none,85,100,97
male,group C,bachelor's degree,standard,none,98,92,90
female,group C,master's degree,standard,none,65,74,79
female,group C,high school,standard,completed,81,79,83
female,group C,associate's degree,standard,none,87,93,88
male,group C,some college,standard,none,69,63,66
male,group C,some college,standard,completed,75,78,79
female,group C,some college,standard,completed,79,88,86
female,group C,master's degree,standard,none,91,100,99
female,group C,associate's degree,standard,completed,77,91,89
male,group C,high school,standard,none,68,74,71
female,group C,some high school,standard,none,71,72,71
female,group C,bachelor's degree,standard,completed,82,87,90
male,group C,associate's degree,standard,none,83,70,73
female,group C,bachelor's degree,standard,completed,65,83,82
female,group C,some college,standard,none,88,100,88
male,group C,some college,free/reduced,none,69,68,62
male,group C,bachelor's degree,standard,none,100,84,88
male,group C,associate's degree,free/reduced,none,81,78,75
male,group C,associate's degree,standard,completed,76,83,78
female,group C,some college,standard,completed,67,81,89
female,group C,some high school,standard,completed,64,74,75
male,group C,some college,standard,none,74,76,70
female,group C,some high school,standard,none,76,82,74
male,group C,high school,standard,none,66,67,64
male,group C,associate's degree,standard,none,65,63,61
male,group C,some high school,standard,completed,89,87,90
male,group C,associate's degree,standard,none,78,71,67
